7008,6.75164734E8
4880,6.59944171E8
5005,1842429.0
1613,6.8322545E7
7079,6.23992709E8
9721,5.79815931E8
9971,3121117.0
1424,178624.0
368,5.86794184E8
3740,5.19907266E8
5837,131565.0
5257,270478.0
3521,8.757719E7
3966,5.41051284E8
6477,5.44309721E8
1834,5.44310668E8
5104,5.44111316E8
3914,5.28717691E8
7973,5.15496865E8
2360,5.05336248E8
9443,4.73911835E8
3757,188774.0
1710,4.72665219E8
4415,224401.0
5860,6.4256987E7
2909,4.5273977E8
8186,4.36935016E8
1982,239144.0
1216,277637.0
5784,3.70097981E8
9643,4.2101593E7
3609,3.59860633E8
8939,3.59905379E8
7366,3.59892209E8
9062,3.55884043E8
9140,3.51412545E8
4213,3.44380938E8
6408,2.89324649E8
5654,163244.0
1138,2.79600891E8
1256,2.68033405E8
923,1.9054624E7
234,2.62616901E8
8754,3.2061084E7
3316,2.42946964E8
2531,2.33441166E8
715,2.23204524E8
1316,205694.0
2957,69692.0
6478,106046.0
5732,5.1751677E7
964,1.96266386E8
8429,1.86592782E8
2193,1.73738508E8
1210,1.70792287E8
5239,1.62524431E8
9823,3.965382E7
1120,1.44094399E8
2691,1.44068361E8
6601,1.44152895E8
1952,1.3610942E8
6046,1.24504986E8
2700,1.19219258E8
3637,1.08962164E8
8985,1.08884349E8
3084,1.0897286E8
9448,1.14808283E8
7128,464455.0
4241,1.15181891E8
8411,1.15532869E8
9993,1.15657705E8
1684,1.3525373E8
5731,9.8233781E7
2239,9.8670588E7
1419,9.8490598E7
4451,1.18494937E8
6181,696930.0
5778,9.8633095E7
93,9.8686386E7
2422,9.8587198E7
6171,8.4505132E7
641,7.5380678E7
1537,6.9666302E7
9758,5.4316987E7
3196,193574.0
3267,117994.0
5688,66188.0
9732,8507572.0
3396,4.1044937E7
1015,4.0994294E7
1305,4.0980119E7
5676,4.1014206E7
5123,4.0679556E7
7362,4.0707078E7
7646,4.018748E7
508,3.5845448E7
3328,3.5793314E7
5492,499686.0
8588,3.5611569E7
2885,4.905763E7
