120,1.219855E7
3367,8085.0
8823,3.6965673E7
2458,3.6885506E7
6691,4558.0
3484,5877.0
8805,4493.0
7127,3826.0
1159,6111.0
8191,4898.0
7402,1.14403379E8
1733,5440.0
3834,4751.0
1850,5742.0
5952,9982.0
6214,4048.0
9388,5417.0
3382,7943.0
8052,5012.0
8009,5725.0
8539,9.2756625E7
125,7643.0
1925,4276.0
7800,4605.0
3674,3776.0
6986,3355.0
9958,4074.0
893,5446.0
6107,4603.0
3681,220410.0
8824,-1.0
8837,3722.0
3876,3211.0
6944,3937.0
6061,3437.0
7001,4009.0
7055,7.9685754E7
6009,4281.0
6480,7.7770066E7
2988,4217.0
5471,8.0253921E7
318,10806.0
6943,7.7926729E7
9550,-1.0
1503,4149.0
6206,7801.0
659,6.8271571E7
7384,6.5543278E7
5859,7170.0
2227,4348.0
8673,626480.0
8138,3.452211E7
1847,22828.0
6850,8366.0
708,4368.0
9574,-1.0
450,648202.0
8575,3354.0
8662,5.8751229E7
5499,1058522.0
4819,816001.0
2999,5148.0
8404,877297.0
2965,817093.0
5195,932170.0
7671,6.4015829E7
8168,712237.0
785,3724.0
3737,4.846179E7
3534,35364.0
1561,7230.0
1127,5.8267182E7
6120,3701.0
2052,3883.0
9203,2880.0
7224,3380.0
7032,7659.0
8730,8708.0
5714,8334.0
5437,3.986565E7
8563,-1.0
1874,5344.0
447,57319.0
480,9113.0
755,4619.0
6327,7745.0
7992,7553.0
1681,4874.0
6126,3407.0
4980,2575.0
3297,2986.0
9300,2690.0
3509,2664.0
3491,2590.0
5348,3519.0
3935,8001.0
8445,1.8493243E7
9361,2355.0
3443,4472.0
5797,16283.0
