5318,7858713.0
288,7817.0
8394,2.2075915E7
8382,5298.0
2122,4723.0
392,5523.0
6183,5165.0
6426,4220.0
2293,4388.0
1610,5165.0
5315,10120.0
9696,5795.0
1066,5568.0
8897,1.02164594E8
9850,5944.0
3542,7822.0
9403,6072.0
5640,6095.0
1909,5684.0
2549,8382.0
8338,11300.0
2421,4316.0
2281,7446.0
9415,7.8412089E7
1962,7.7155771E7
9930,3568.0
6417,3749.0
3708,4543.0
3528,6131.0
9120,6716.0
192,3568.0
7084,3797.0
7615,5561.0
2544,4877.0
8655,3444.0
5157,4991.0
2835,4016.0
1406,4467.0
1141,3361.0
2940,3693.0
304,4771.0
863,6775.0
1371,6020.0
9739,7.724666E7
5627,8041.0
5370,4717.0
3441,8904.0
6732,11046.0
9595,5334.0
4154,5044.0
807,20888.0
6766,9924.0
7043,1267287.0
1016,5815.0
5421,1371420.0
5970,5858.0
1656,654270.0
2337,7286.0
2229,1127152.0
7943,3139.0
8203,700097.0
391,4055.0
7573,7832.0
5953,811296.0
2198,758580.0
4925,3207.0
7810,8441.0
5250,7435.0
1368,5759.0
1627,8282.0
6560,7260.0
9388,6592.0
3081,5608.0
5407,3835.0
4338,12696.0
8128,3743.0
5206,6021.0
4469,7702.0
4429,8140.0
4012,15037.0
8530,10559.0
6360,3.4887895E7
2864,7549.0
458,8334.0
6502,2.3663257E7
7088,2.3768967E7
8938,4800.0
5805,3686.0
7063,3493.0
4586,3359.0
8205,3256.0
1959,4927.0
8680,4673.0
893,4895.0
331,14425.0
4627,8499.0
7868,3850.0
8577,199620.0
5326,1.7490893E7
3965,9499.0

